Company Name,Date,Close,Volume
Avenue Supermar,28-03-2024,4529.35,26428
Avenue Supermar,27-03-2024,4419.00,61630
Avenue Supermar,26-03-2024,4493.85,81498
Avenue Supermar,22-03-2024,4294.75,21177
Avenue Supermar,21-03-2024,4161.25,30563
Avenue Supermar,20-03-2024,4054.50,16664
Avenue Supermar,19-03-2024,4009.70,4786
Avenue Supermar,18-03-2024,4008.80,25861
Avenue Supermar,15-03-2024,3934.40,7141
Avenue Supermar,14-03-2024,3995.80,19960
Avenue Supermar,13-03-2024,3964.50,12113
Avenue Supermar,12-03-2024,4030.10,12263
Avenue Supermar,11-03-2024,3979.40,17829
Avenue Supermar,07-03-2024,3924.30,39039
Avenue Supermar,06-03-2024,3888.90,25578
Avenue Supermar,05-03-2024,3834.80,5639
Avenue Supermar,04-03-2024,3845.20,14254
Avenue Supermar,02-03-2024,3868.80,3772
Avenue Supermar,01-03-2024,3884.95,27752
Avenue Supermar,29-02-2024,3919.80,42702
Avenue Supermar,28-02-2024,3850.25,12439
Avenue Supermar,27-02-2024,3847.45,5451
Avenue Supermar,26-02-2024,3847.15,8331
Avenue Supermar,23-02-2024,3837.95,5208
Avenue Supermar,22-02-2024,3850.00,6001
Avenue Supermar,21-02-2024,3834.95,14937
Avenue Supermar,20-02-2024,3754.80,5790
Avenue Supermar,19-02-2024,3705.35,6464
Avenue Supermar,16-02-2024,3687.20,4651
Avenue Supermar,15-02-2024,3677.95,4383
Avenue Supermar,14-02-2024,3716.20,6031
Avenue Supermar,13-02-2024,3701.25,4408
Avenue Supermar,12-02-2024,3673.65,5417
Avenue Supermar,09-02-2024,3714.40,3914
Avenue Supermar,08-02-2024,3730.90,6248
Avenue Supermar,07-02-2024,3717.20,16744
Avenue Supermar,06-02-2024,3728.10,4746
Avenue Supermar,05-02-2024,3728.45,7203
Avenue Supermar,02-02-2024,3781.50,19624
Avenue Supermar,01-02-2024,3809.35,23057
Avenue Supermar,31-01-2024,3794.80,35358
Avenue Supermar,30-01-2024,3688.70,5502
Avenue Supermar,29-01-2024,3747.25,8580
Avenue Supermar,25-01-2024,3732.30,4849
Avenue Supermar,24-01-2024,3727.45,28466
Avenue Supermar,23-01-2024,3677.10,12467
Avenue Supermar,20-01-2024,3674.05,10890
Avenue Supermar,19-01-2024,3730.60,28901
Avenue Supermar,18-01-2024,3749.35,7591
Avenue Supermar,17-01-2024,3783.60,6042
Avenue Supermar,16-01-2024,3826.65,91069
Avenue Supermar,15-01-2024,3855.05,17087
Avenue Supermar,12-01-2024,3840.10,7139
Avenue Supermar,11-01-2024,3818.80,5484
Avenue Supermar,10-01-2024,3819.90,3905
Avenue Supermar,09-01-2024,3809.05,50539
Avenue Supermar,08-01-2024,3800.50,413927
Avenue Supermar,05-01-2024,3863.95,12299
Avenue Supermar,04-01-2024,3896.50,44935
Avenue Supermar,03-01-2024,3933.85,64624
Avenue Supermar,02-01-2024,4105.35,35816
Avenue Supermar,01-01-2024,4066.30,5650
