Company Name,Date,Close,Volume
Siemens,28-03-2024,5375.35,8140
Siemens,27-03-2024,5285.40,21997
Siemens,26-03-2024,5101.05,7883
Siemens,22-03-2024,4990.30,9539
Siemens,21-03-2024,4945.00,10989
Siemens,20-03-2024,4708.65,6484
Siemens,19-03-2024,4633.60,8858
Siemens,18-03-2024,4832.75,4348
Siemens,15-03-2024,4777.90,6981
Siemens,14-03-2024,4766.10,2776
Siemens,13-03-2024,4649.10,10783
Siemens,12-03-2024,4783.40,12470
Siemens,11-03-2024,4729.15,31295
Siemens,07-03-2024,4668.45,1489
Siemens,06-03-2024,4706.80,5372
Siemens,05-03-2024,4731.20,3355
Siemens,04-03-2024,4688.00,5219
Siemens,02-03-2024,4728.80,468
Siemens,01-03-2024,4698.95,5389
Siemens,29-02-2024,4677.85,10185
Siemens,28-02-2024,4582.55,6915
Siemens,27-02-2024,4586.30,4889
Siemens,26-02-2024,4564.40,6408
Siemens,23-02-2024,4537.75,12627
Siemens,22-02-2024,4550.65,7698
Siemens,21-02-2024,4441.70,6700
Siemens,20-02-2024,4432.60,4709
Siemens,19-02-2024,4417.80,2610
Siemens,16-02-2024,4396.80,28765
Siemens,15-02-2024,4345.65,5298
Siemens,14-02-2024,4379.70,23064
Siemens,13-02-2024,4323.45,20568
Siemens,12-02-2024,4217.25,14698
Siemens,09-02-2024,4276.60,2286
Siemens,08-02-2024,4220.35,5478
Siemens,07-02-2024,4245.85,6968
Siemens,06-02-2024,4219.10,2754
Siemens,05-02-2024,4143.70,9365
Siemens,02-02-2024,4161.40,9644
Siemens,01-02-2024,4102.00,16907
Siemens,31-01-2024,4144.15,32147
Siemens,30-01-2024,4140.55,11944
Siemens,29-01-2024,4304.00,14333
Siemens,25-01-2024,4206.50,116387
Siemens,24-01-2024,4197.50,6902
Siemens,23-01-2024,4087.60,20348
Siemens,20-01-2024,4078.25,2048
Siemens,19-01-2024,4140.15,6540
Siemens,18-01-2024,4042.80,8715
Siemens,17-01-2024,4108.40,3564
Siemens,16-01-2024,4100.60,6801
Siemens,15-01-2024,4166.65,3190
Siemens,12-01-2024,4151.45,6052
Siemens,11-01-2024,4160.35,5977
Siemens,10-01-2024,4180.35,7498
Siemens,09-01-2024,4192.20,16851
Siemens,08-01-2024,4014.15,4589
Siemens,05-01-2024,4077.75,4016
Siemens,04-01-2024,4087.10,4637
Siemens,03-01-2024,4082.55,7750
Siemens,02-01-2024,4038.00,4809
Siemens,01-01-2024,4025.30,15518
