Company Name,Date,Close,Volume
Data Patterns,07-12-2023,2022.75,11015
Data Patterns,06-12-2023,2044.15,5405
Data Patterns,05-12-2023,2048.65,9974
Data Patterns,04-12-2023,2084.65,13262
Data Patterns,01-12-2023,2051.05,32677
Data Patterns,30-11-2023,2013.00,9307
Data Patterns,29-11-2023,1971.35,18686
Data Patterns,28-11-2023,1939.80,23372
Data Patterns,24-11-2023,1982.60,30360
Data Patterns,23-11-2023,1849.20,10540
Data Patterns,22-11-2023,1841.95,9672
Data Patterns,21-11-2023,1843.60,11062
Data Patterns,20-11-2023,1841.50,4930
Data Patterns,17-11-2023,1826.80,15678
Data Patterns,16-11-2023,1851.95,10410
Data Patterns,15-11-2023,1857.60,15306
Data Patterns,13-11-2023,1869.65,4005
Data Patterns,12-11-2023,1905.35,2723
Data Patterns,10-11-2023,1832.00,7806
Data Patterns,09-11-2023,1880.00,6362
Data Patterns,08-11-2023,1956.45,9431
Data Patterns,07-11-2023,1956.20,2747
Data Patterns,06-11-2023,1942.40,41020
Data Patterns,03-11-2023,1920.65,5429
Data Patterns,02-11-2023,1860.05,5849
Data Patterns,01-11-2023,1856.05,8838
Data Patterns,31-10-2023,1867.40,6368
Data Patterns,30-10-2023,1891.05,19304
Data Patterns,27-10-2023,1925.15,15389
Data Patterns,26-10-2023,1839.25,42038
Data Patterns,25-10-2023,1828.05,14138
Data Patterns,23-10-2023,1947.85,7642
Data Patterns,20-10-2023,2028.60,6844
Data Patterns,19-10-2023,2059.30,3296
Data Patterns,18-10-2023,2078.60,11629
Data Patterns,17-10-2023,2091.40,31271
Data Patterns,16-10-2023,1995.15,20500
Data Patterns,13-10-2023,2029.45,6475
Data Patterns,12-10-2023,2061.70,2337
Data Patterns,11-10-2023,2084.90,7872
Data Patterns,10-10-2023,2068.15,6656
Data Patterns,09-10-2023,2057.30,3261
Data Patterns,06-10-2023,2092.80,7360
Data Patterns,05-10-2023,2095.40,7950
Data Patterns,04-10-2023,2087.65,7383
Data Patterns,03-10-2023,2125.30,10030
Data Patterns,29-09-2023,2101.75,3316
Data Patterns,28-09-2023,2096.90,14171
Data Patterns,27-09-2023,2081.40,13559
Data Patterns,26-09-2023,2107.00,9949
Data Patterns,25-09-2023,2064.65,12095
Data Patterns,22-09-2023,2072.30,17471
Data Patterns,21-09-2023,2097.25,10475
Data Patterns,20-09-2023,2072.95,19873
Data Patterns,18-09-2023,2077.50,8109
Data Patterns,15-09-2023,2068.45,25227
Data Patterns,14-09-2023,2101.10,11451
Data Patterns,13-09-2023,2045.55,25795
Data Patterns,12-09-2023,2141.55,43062
Data Patterns,11-09-2023,2252.55,12034
Data Patterns,08-09-2023,2155.35,12633
